Dosya Yolu,Başlık,Link
aratatil.html,Scorm indir,zips/15te15i.zip
aratatil.html,Scorm indir,zips/15te15o.zip
aratatil.html,Bir Tatil Öyküsü,https://menekseanaokulu21.meb.k12.tr/meb_iys_dosyalar/21/17/752332/dosyalar/2025_01/20113144_birtatiloykusu.pdf
aratatil.html,Scorm indir,#
bayram.html,Scorm indir,zips/bayram.zip
books.html,Salih Serisi Kitapları,books/salih.html
books.html,Zeliş Serisi Kitapları,books/zelis.html
books.html,Seviye Kitapları,books/seviye.html
books.html,Memleketim Serisi,books/memleketim.html
books.html,Masallar,books/masallar.html
books.html,Sesli Kitaplar,books/sesli.html
books.html,Sözlü Miras ve Kültür,books/miras.html
books.html,Ara Tatil Kitapları,aratatil.html
books.html,Bayram Neşesi,bayram.html
index.html,Ülkem Yanımda,http://ulkemyanimda.eba.gov.tr/
index.html,Atölyeler,newatolye/index.html
index.html,Etkinlik Bul,ara.html
index.html,Keşif Yarışması,kesif/index.html
index.html,TTK Dersi Kitapları,ttkd/index.html
index.html,Öğretmen Sandığı,ogretmensandigi/index.html
index.html,Etkinlik Haftaları,haftalar/index.html
index.html,Materyal Fabrikası,https://materyalfabrikasi.github.io/
index.html,"Din, Ahlak, Değer Alanı",https://www.eba.gov.tr/dogm
index.html,Okul Öncesi Etkinlik Havuzu,OkulOncesiEtkinlikHavuzu/index.html
index.html,Okul Öncesi Kitapları,books/sesli.html
index.html,Kitaplar,books.html
index.html,Nasıl Yapılır? | Uygulama Atölyesi,sss.html
index.html,Videolar,video.html
index.html,Müzikler,music/index.html
index.html,Oyunlar,oyun/index.html
index.html,Türkçe İlk Okuma Yazma,oyun/maarif.html
index.html,Ses Grupları,oyun/ses.html
index.html,TSE - Öncü Çocuk Dergisi,books/tse.html
index.html,Yeşil Vatan - Benim Okulum Geleceğe Çare,./haftalar/yesilvatan.html
index.html,TÜMAK Masal Masal Türkiye,https://masal.gov.tr/
index.html,Fen Bilimleri Deneyleri,fen/index.html
index.html,Taşkent Türk Okulu Dergileri,taskentturkokullaridergileri/taskenturkokuludergileri.html
index.html,PIKTES PDF Kitaplar,books/piktes.html
index.html,Müzik Keşif Alanı,enstruman/index.html
index.html,Ders ve Dijital İçerik Değerlendirme Rehberi,araclar/ttkb.pdf
index.html,Araçlar,araclar/index.html
moodle.html,TTK Dersi Kitapları,ttkd/index.html
moodle.html,Öğretmen Sandığı,ogretmensandigi/index.html
moodle.html,Etkinlik Haftaları,haftalar/index.html
moodle.html,Materyal Fabrikası,https://materyalfabrikasi.github.io/
moodle.html,Sıkça Sorulan Sorular,sss.html
moodle.html,Kitaplar,books.html
moodle.html,Videolar,video.html
moodle.html,Müzikler,music/index.html
moodle.html,Oyunlar,oyun/index.html
moodle.html,Türkçe İlk Okuma Yazma,oyun/maarif.html
moodle.html,Ses Grupları,oyun/ses.html
moodle.html,TSE - Öncü Çocuk Dergisi,books/tse.html
moodle.html,PIKTES PDF Kitaplar,books/piktes.html
ogretmen.html,Sık Sorulan Sorular,https://ulkemyanimda.eba.gov.tr/moodle/course/view.php?id=25
ogretmen.html,Araçlar,araclar/index.html
ogretmen.html,Türkçe İlk Okuma Yazma,oyun/maarif.html
ogretmen.html,Ses Grupları,oyun/ses.html
sss.html,Tıkla ve göz at →,zubeydehanim.html
sss.html,Videoyu İzle →,https://www.youtube.com/watch?v=NqHVFBgWca0
sss.html,Videoyu İzle →,https://www.youtube.com/watch?v=EbHvIV5Z2b4
sss.html,Videoyu İzle →,https://www.youtube.com/watch?v=Fn8bl0_Gkek
sss.html,Videoyu İzle →,https://www.youtube.com/watch?v=jrChjHEbtIw
sss.html,Videoyu İzle →,https://www.youtube.com/watch?v=2ZF72X0gaXM
sss.html,Videoyu İzle →,https://www.youtube.com/watch?v=T-1dx1gW76o
sss.html,Videoyu İzle →,https://www.youtube.com/watch?v=fVwz2mQwbuc
sss.html,Videoyu İzle →,https://www.youtube.com/watch?v=KGCJKbK-evk
sss.html,Videoyu İzle →,https://www.youtube.com/watch?v=nsITvP_K4_U
sss.html,Videoyu İzle →,https://www.youtube.com/watch?v=ceHwjw8GfY4
sss.html,Videoyu İzle →,https://www.youtube.com/watch?v=O3ma2O5mOvM
sss.html,Videoyu İzle →,https://www.youtube.com/watch?v=N6-Tsz18pZM
sss.html,Videoyu İzle →,https://www.youtube.com/watch?v=JsmuekSB_Uw
sss.html,Videoyu İzle →,https://www.youtube.com/watch?v=BwlwgJxeGPk
sss.html,Videoyu İzle →,https://www.youtube.com/watch?v=F1yc07EIq9Q
sss.html,Videoyu İzle →,https://www.youtube.com/watch?v=zqLr82EzF_I
sss.html,Videoyu İzle →,https://www.youtube.com/watch?v=Wh_KX-zXWAg
sss.html,Videoyu İzle →,https://www.youtube.com/watch?v=p1hYHSYZlR4
sss.html,Videoyu İzle →,https://www.youtube.com/watch?v=SKqYRasRffs
sss.html,Videoyu İzle →,https://www.youtube.com/watch?v=1nrTYor-FW8
sss.html,Videoyu İzle →,https://www.youtube.com/watch?v=JxIca2H-Xh4
sss.html,Videoyu İzle →,https://www.youtube.com/watch?v=YjEtF1DiKxE
sss.html,Videoyu İzle →,https://www.youtube.com/watch?v=dJH-yzjjdRo
sss.html,Videoyu İzle →,https://www.youtube.com/watch?v=0uUskv-4cLA
sss.html,Videoyu İzle →,https://www.youtube.com/watch?v=s-ekpkY6cnM
sss.html,Videoyu İzle →,https://www.youtube.com/watch?v=KIrRjxC5-tw
sss.html,Videoyu İzle →,https://www.youtube.com/watch?v=88SARpM2xJI
sss.html,Eğitime Başla →,https://www.youtube.com/watch?v=9PrI9TBHWm8
sss.html,Videoyu İzle →,https://www.youtube.com/watch?v=r9_7EQLINzw
sss.html,Videoyu İzle →,https://www.youtube.com/watch?v=_wZUNiGtkcw
sss.html,Videoyu İzle →,https://www.youtube.com/watch?v=WdgyeB8IJV8
sss.html,Videoyu İzle →,https://www.youtube.com/watch?v=C4IsbbyR-rs
sss.html,Videoyu İzle →,https://www.youtube.com/watch?v=1kgz6fQjcow
sss.html,Videoyu İzle →,https://www.youtube.com/watch?v=ZYu7Ziwp-bA
video.html,YYEGM Materyal (Videolar),https://ulkemyanimda.github.io/videolar/
video.html,Masallar,video/masallar.html
video.html,Anadolu Masalları,video/anadolumasal.html
video.html,Tekerlemeler,video/tekerleme.html
video.html,Kozalak Anaokulu,video/kozalak.html
video.html,Sesli Kitaplar,video/abook.html
video.html,Hacivat ve  Karagöz,video/hacicavcav.html
video.html,Dil Dedektifi,video/dedektif.html
video.html,Ege ve Karga,video/egevekarga.html
video.html,Kelime Hazinem,video/kelimehazinem.html
video.html,Yabancı Öğrenciler İçin Türkçe İLKOKUL A1 A2,video/ilk.html
video.html,Yabancı Öğrenciler İçin Türkçe ORTAOKUL A1 A2,video/orta.html
video.html,Yabancı Öğrenciler İçin Türkçe LISE A1 A2,video/lise.html
video.html,Yabancı Öğrenciler İçin UYUM İLKOKUL A1 A2,video/ilk-uyum.html
video.html,Yabancı Öğrenciler İçin UYUM ORTAOKUL A1 A2,video/orta-uyum.html
video.html,PIRIL,video/piril.html
video.html,Teknoloji Yolculuğumuz,video/teknoloji.html
ara\15te15i.html,Scorm indir,zips/15te15i.zip
ara\15te15o.html,Scorm indir,zips/15te15o.zip
ara\bayram.html,Scorm indir,zips/bayram.zip
ara\birtatil.html,Bir Tatil Öyküsü,https://menekseanaokulu21.meb.k12.tr/meb_iys_dosyalar/21/17/752332/dosyalar/2025_01/20113144_birtatiloykusu.pdf
ara\birtatil.html,Scorm indir,#
ara\birtatil.html,Scorm indir,zips/bayram.zip
ara\tse.html,SAYI 111,https://drive.google.com/file/d/1eeHGMe7ccN0InuLMFlZbGrxf_IdS0mCY/view?usp=drive_link
ara\tse.html,SAYI 110,https://drive.google.com/file/d/14BLc1dPfNxU711z2MwHX8F1ATuUMMjHs/view?usp=drive_link
ara\tse.html,SAYI 109,https://drive.google.com/file/d/1KkAkLsoZRBmz9q3tOcV3JM4MQHCgxij7/view?usp=drive_link
ara\tse.html,SAYI 108,https://drive.google.com/file/d/1Px1KqrjMBgnwB05dcyxkKUiGSKJX9Hxd/view?usp=drive_link
ara\tse.html,SAYI 107,https://drive.google.com/file/d/1Gx4xTOt0yZVB03UA0PUAnCbgO7-PWDmo/view?usp=drive_link
ara\tse.html,SAYI 106,https://drive.google.com/file/d/12yGNpLBgK1sJWkHXp2XvSLw-b09w0N1h/view?usp=drive_link
ara\tse.html,SAYI 105,https://drive.google.com/file/d/17H9x3bcRRoGWQJAeOhIbqwFTt_neGnS3/view?usp=drive_link
ara\tse.html,SAYI 104,https://drive.google.com/file/d/1XPS316tYhR7Mda7NfYudENYpg4wwa6Ag/view?usp=drive_link
ara\tse.html,SAYI 103,https://drive.google.com/file/d/1XpvSP-OPDgVFbgm8zthIdRZLZAMGL5NU/view?usp=drive_link
ara\tse.html,SAYI 102,https://drive.google.com/file/d/1ZWhMrkcIbj-wunWVzjKACaAxVJhANo8c/view?usp=drive_link
ara\tse.html,SAYI 101,https://drive.google.com/file/d/1waWWCytVxqOxHw0bpu9_VENYjSmRaXoD/view?usp=drive_link
ara\tse.html,SAYI 100,https://drive.google.com/file/d/1yvYMzNXMGeT1Vmdoz-9GR9_CrNgTxL2D/view?usp=drive_link
ara\tse.html,SAYI 099,https://drive.google.com/file/d/1155c2XmlVgkUnzq1oQ1uvyWHQX1JZd2_/view?usp=drive_link
ara\tse.html,SAYI 098,https://drive.google.com/file/d/1qBcHI2wswHXk4ZFi4Dti_ZFrCqTopHgj/view?usp=drive_link
ara\tse.html,SAYI 097,https://drive.google.com/file/d/1AebpHI0KeG5JfmwumuDwhcZqZwBlUXQe/view?usp=drive_link
ara\tse.html,SAYI 096,https://drive.google.com/file/d/1EWiDowYIvS6NN9cToRpUQ8m7jWgf8DOV/view?usp=drive_link
ara\tse.html,SAYI 095,https://drive.google.com/file/d/1u-M465rz7Xfsj_toWL2lpJdqedPmAS2y/view?usp=drive_link
ara\tse.html,SAYI 094,https://drive.google.com/file/d/1uuA2mgq6kX3971ZfGH6PNCzncke8Lo-b/view?usp=drive_link
ara\tse.html,SAYI 093,https://drive.google.com/file/d/1uT1njnPmgjSkbGVhCQSMu5ZCNIdfrBWB/view?usp=drive_link
ara\tse.html,SAYI 091,https://drive.google.com/file/d/1DOQrAIX2ecdKok0Ewi3c5CqXUIecYYzH/view?usp=drive_link
ara\tse.html,SAYI 090,https://drive.google.com/file/d/1MuAwkUeQKHndwzAt15sg4d3Smt8UDgQy/view?usp=drive_link
ara\tse.html,SAYI 089,https://drive.google.com/file/d/1wCIxpMUy4fWXPrZMxU5iFSj31BAEnW7D/view?usp=drive_link
ara\tse.html,SAYI 088,https://drive.google.com/file/d/1NeNZoJBorhhvd5QXsgDlZM8vgwnV8ogK/view?usp=drive_link
ara\tse.html,SAYI 087,https://drive.google.com/file/d/1HZ-TVsB4ZFRFhgrCPxcFwdrj4Tw0y10J/view?usp=drive_link
ara\tse.html,SAYI 086,https://drive.google.com/file/d/1bBQXIoKJBkp66sYPD7WMy8kS-tNF4VO9/view?usp=drive_link
ara\tse.html,SAYI 085,https://drive.google.com/file/d/1-FikFiMgRRTKUGGMDUbY5rzkI3HC3CBd/view?usp=drive_link
ara\tse.html,SAYI 083,https://drive.google.com/file/d/1j6dhbidEpogyfzz-l0F6Q3aVbCtbb8YK/view?usp=drive_link
ara\tse.html,SAYI 082,https://drive.google.com/file/d/1Xpu4FMKcG2oRUM4Rp9SboAl_YL30QEF5/view?usp=drive_link
ara\tse.html,SAYI 081,https://drive.google.com/file/d/1dlTBChnZ_JJUAf7YgaYpwCAI_xaxCOeI/view?usp=drive_link
ara\kitaplar\15te15i.html,Scorm indir,zips/15te15i.zip
ara\kitaplar\15te15o.html,Scorm indir,zips/15te15o.zip
ara\kitaplar\AhBirBuyusem.html,Scorm indir,zips/AhBirBuyusem.zip
ara\kitaplar\AltinKus.html,Scorm indir,zips/AltinKus.zip
ara\kitaplar\AsyaTatilde.html,Scorm indir,zips/AsyaTatilde.zip
ara\kitaplar\bayram.html,Scorm indir,zips/bayram.zip
ara\kitaplar\birtatil.html,Bir Tatil Öyküsü,https://menekseanaokulu21.meb.k12.tr/meb_iys_dosyalar/21/17/752332/dosyalar/2025_01/20113144_birtatiloykusu.pdf
ara\kitaplar\birtatil.html,Scorm indir,#
ara\kitaplar\birtatil.html,Scorm indir,zips/bayram.zip
ara\kitaplar\CaninKuslari.html,Scorm indir,zips/CaninKuslari.zip
ara\kitaplar\cinarintatili.html,Scorm indir,zips/cinarintatili.zip
ara\kitaplar\EgeninMaceralari.html,Scorm indir,zips/EgeninMaceralari.zip
ara\kitaplar\EzopMasallari.html,Scorm indir,zips/EzopMasallari.zip
ara\kitaplar\GizemliKutu.html,Scorm indir,zips/GizemliKutu.zip
ara\kitaplar\GunaydinZelis.html,Scorm indir,zips/GunaydinZelis.zip
ara\kitaplar\GunesiYakala.html,Scorm indir,zips/GunesiYakala.zip
ara\kitaplar\GunluktenIzler.html,Scorm indir,zips/GunluktenIzler.zip
ara\kitaplar\IlkKarTanesi.html,Scorm indir,zips/IlkKarTanesi.zip
ara\kitaplar\IyiUykularKirmiziBalik.html,Scorm indir,zips/IyiUykularKirmiziBalik.zip
ara\kitaplar\KirmiziUcurtma.html,Scorm indir,zips/KirmiziUcurtma.zip
ara\kitaplar\KucukKaraBalik.html,Scorm indir,zips/KucukKaraBalik.zip
ara\kitaplar\MemleketimAdana.html,Scorm indir,zips/MemleketimAdana.zip
ara\kitaplar\MemleketimBursa.html,Scorm indir,zips/MemleketimBursa.zip
ara\kitaplar\MemleketimDenizli.html,Scorm indir,zips/MemleketimDenizli.zip
ara\kitaplar\MemleketimMardin.html,Scorm indir,zips/MemleketimMardin.zip
ara\kitaplar\MemleketimNevsehir.html,Scorm indir,zips/MemleketimNevsehir.zip
ara\kitaplar\MemleketimRize.html,Scorm indir,zips/MemleketimRize.zip
ara\kitaplar\MemleketimTurkiye.html,Scorm indir,zips/MemleketimTurkiye.zip
ara\kitaplar\MemleketimVan.html,Scorm indir,zips/MemleketimVan.zip
ara\kitaplar\MunihTenIstanbula.html,Scorm indir,zips/MunihTenIstanbula.zip
ara\kitaplar\OrmanaYolculuk.html,Scorm indir,zips/OrmanaYolculuk.zip
ara\kitaplar\OyunGunu.html,Scorm indir,zips/OyunGunu.zip
ara\kitaplar\PiknikZamani.html,Scorm indir,zips/PiknikZamani.zip
ara\kitaplar\RobotMuncuk.html,Scorm indir,zips/RobotMuncuk.zip
ara\kitaplar\SalihCarsida.html,Scorm indir,zips/SalihCarsida.zip
ara\kitaplar\SalihEvde.html,Scorm indir,zips/SalihEvde.zip
ara\kitaplar\SalihHasta.html,Scorm indir,zips/SalihHasta.zip
ara\kitaplar\SalihinBayramZiyareti.html,Scorm indir,zips/SalihinBayramZiyareti.zip
ara\kitaplar\SalihinBirGunu.html,Scorm indir,zips/SalihinBirGunu.zip
ara\kitaplar\SalihinSeyahatGunlugu.html,Scorm indir,zips/SalihinSeyahatGunlugu.zip
ara\kitaplar\SalihKoyde.html,Scorm indir,zips/SalihKoyde.zip
ara\kitaplar\SalihOkulaBasliyor.html,Scorm indir,zips/SalihOkulaBasliyor.zip
ara\kitaplar\SalihOyunOynuyor.html,Scorm indir,zips/SalihOyunOynuyor.zip
ara\kitaplar\SalihTabiatVeHayvanMuzesinde.html,Scorm indir,zips/SalihTabiatVeHayvanMuzesinde.zip
ara\kitaplar\SihirliFirca.html,Scorm indir,zips/SihirliFirca.zip
ara\kitaplar\smileriseviye.html,Scorm indir,zips/smileriseviye.zip
ara\kitaplar\smortaseviye.html,Scorm indir,zips/smortaseviye.zip
ara\kitaplar\smtemelseviye.html,Scorm indir,zips/smtemelseviye.zip
ara\kitaplar\TokyodanIstanbula.html,Scorm indir,zips/TokyodanIstanbula.zip
ara\kitaplar\UzunYolMisafirleri.html,Scorm indir,zips/UzunYolMisafirleri.zip
ara\kitaplar\yemekkulturu.html,Scorm indir,zips/yemekkulturu.zip
ara\kitaplar\ZamandaYolculuk.html,Scorm indir,zips/ZamandaYolculuk.zip
ara\kitaplar\Zelis1Yasinda.html,Scorm indir,zips/Zelis1Yasinda.zip
ara\kitaplar\ZelisAnaokulunda.html,Scorm indir,zips/ZelisAnaokulunda.zip
ara\kitaplar\ZeliseKardesGeliyor.html,Scorm indir,zips/ZeliseKardesGeliyor.zip
ara\kitaplar\ZelisYuruyor.html,Scorm indir,zips/ZelisYuruyor.zip
ara\okuloncesi\AbiminBavulu.html,Scorm indir,zips/AbiminBavulu.zip
ara\okuloncesi\AraBul.html,Scorm indir,zips/AraBul.zip
ara\okuloncesi\AyPesimiBirakmiyor.html,Scorm indir,zips/AyPesimiBirakmiyor.zip
ara\okuloncesi\BaskaNeOlur.html,Scorm indir,zips/BaskaNeOlur.zip
ara\okuloncesi\BenimleOynarmisin.html,Scorm indir,zips/BenimleOynarmisin.zip
ara\okuloncesi\Beyaz.html,Scorm indir,zips/Beyaz.zip
ara\okuloncesi\BicerDoverNeDover.html,Scorm indir,zips/BicerDoverNeDover.zip
ara\okuloncesi\Bilmeceler.html,Scorm indir,zips/Bilmeceler.zip
ara\okuloncesi\BirBenBirO.html,Scorm indir,zips/BirBenBirO.zip
ara\okuloncesi\BirBenekGordumSanki.html,Scorm indir,zips/BirBenekGordumSanki.zip
ara\okuloncesi\BirSonbaharGunu.html,Scorm indir,zips/BirSonbaharGunu.zip
ara\okuloncesi\BirUcurtmaIkiCocuk.html,Scorm indir,zips/BirUcurtmaIkiCocuk.zip
ara\okuloncesi\BirYumakMacera.html,Scorm indir,zips/BirYumakMacera.zip
ara\okuloncesi\BuKisUyumasakOlmazMi.html,Scorm indir,zips/BuKisUyumasakOlmazMi.zip
ara\okuloncesi\BuYumurtaKimin.html,Scorm indir,zips/BuYumurtaKimin.zip
ara\okuloncesi\Buyutec.html,Scorm indir,zips/Buyutec.zip
ara\okuloncesi\Cekirdek.html,Scorm indir,zips/Cekirdek.zip
ara\okuloncesi\CicekliPasta.html,Scorm indir,zips/CicekliPasta.zip
ara\okuloncesi\CikOrtaya.html,Scorm indir,zips/CikOrtaya.zip
ara\okuloncesi\DogumGunumNeZaman.html,Scorm indir,zips/DogumGunumNeZaman.zip
ara\okuloncesi\DunyaninAtesiVar.html,Scorm indir,zips/DunyaninAtesiVar.zip
ara\okuloncesi\IglununIcindeNeVar.html,Scorm indir,zips/IglununIcindeNeVar.zip
ara\okuloncesi\InciveLili.html,Scorm indir,zips/InciveLili.zip
ara\okuloncesi\IsikSaklanabilirmi.html,Scorm indir,zips/IsikSaklanabilirmi.zip
ara\okuloncesi\KarisikTost.html,Scorm indir,zips/KarisikTost.zip
ara\okuloncesi\Kasmir.html,Scorm indir,zips/Kasmir.zip
ara\okuloncesi\KostumDolabi.html,Scorm indir,zips/KostumDolabi.zip
ara\okuloncesi\KucukSuDamlasi.html,Scorm indir,zips/KucukSuDamlasi.zip
ara\okuloncesi\KumesinIcindeNeVar.html,Scorm indir,zips/KumesinIcindeNeVar.zip
ara\okuloncesi\Leyla'ninRenkliDunyasi.html,Scorm indir,zips/Leyla'ninRenkliDunyasi.zip
ara\okuloncesi\LezzetliMeyveler.html,Scorm indir,zips/LezzetliMeyveler.zip
ara\okuloncesi\MagaraninIcindeNeVar.html,Scorm indir,zips/MagaraninIcindeNeVar.zip
ara\okuloncesi\MerakliYolculuk.html,Scorm indir,zips/MerakliYolculuk.zip
ara\okuloncesi\Mozaik.html,Scorm indir,zips/Mozaik.zip
ara\okuloncesi\NerdeUyusamAcaba.html,Scorm indir,zips/NerdeUyusamAcaba.zip
ara\okuloncesi\Patiska.html,Scorm indir,zips/Patiska.zip
ara\okuloncesi\RenkliCizmeler.html,Scorm indir,zips/RenkliCizmeler.zip
ara\okuloncesi\RuzgarEsince.html,Scorm indir,zips/RuzgarEsince.zip
ara\okuloncesi\SiddikileFindik.html,Scorm indir,zips/SiddikileFindik.zip
ara\okuloncesi\TemizDeniz.html,Scorm indir,zips/TemizDeniz.zip
ara\okuloncesi\UnunVarmi.html,Scorm indir,zips/UnunVarmi.zip
ara\okuloncesi\UykuVaktiGelince.html,Scorm indir,zips/UykuVaktiGelince.zip
ara\okuloncesi\YedekTekerlek.html,Scorm indir,zips/YedekTekerlek.zip
ara\okuloncesi\YediTas.html,Scorm indir,zips/YediTas.zip
araclar\folder.html,İndirmek için tıklayın,#
araclar\index.html,linkten iFrame Üretici,https://ulkemyanimda.github.io/araclar/link2iframe.html
araclar\index.html,iFrame'den Scorm Üretici,https://ulkemyanimda.github.io/scorm.html
araclar\index.html,Klasörden Scorm Üretici,https://ulkemyanimda.github.io/araclar/folder.html
araclar\index.html,Emojiler,https://ulkemyanimda.github.io/araclar/People.htm
araclar\index.html,Tatil Günlerinin Kesişimi,https://ulkemyanimda.github.io/araclar/kesisim.html
araclar\index.html,Tatil Günlerinin İstatistiği,https://ulkemyanimda.github.io/araclar/ist.html
araclar\index.html,Öğrenci Sayısı İstatistiği,https://ulkemyanimda.github.io/araclar/ogrenci.html
araclar\index.html,SVG Logolar,https://ulkemyanimda.github.io/araclar/logos/index.html
araclar\index.html,Ders Kodları,https://ulkemyanimda.github.io/araclar/ekler/code.html
araclar\index.html,Öğretmen-Ders Eşleştirme,https://ulkemyanimda.github.io/araclar/ogretmenderseslestirme/index.html
araclar\index.html,QR Kodu,qr.html
araclar\index.html,Youtube Video indir,https://turboscribe.ai/tr/downloader/2025-01-01/youtube/video
araclar\index.html,Dünya Saatleri,timezone.html
araclar\index.html,Kitap Araçlarımız,bookmarks/index.html
araclar\index.html,Tarih Format Degistirme,date_formatter.html
araclar\index.html,Web Adresi Kısaltma,https://meb.ai/link/
araclar\index.html,Öğrenci Seviye Belirleme Aracı,seviye.html
araclar\index.html,Metin Seslendirme,t2s.html
araclar\index.html,Excel 2 VCF,telefonnoaktarma/index.html
araclar\video.html,Scorm Üretici,https://ulkemyanimda.github.io/scorm.html
araclar\video.html,Scorm Üretici,https://ulkemyanimda.github.io/scorm.html
araclar\bookmarks\index.html,📄EK-1.pdf İndir,1.pdf
araclar\bookmarks\index.html,📄EK-2.pdf İndir,2.pdf
araclar\bookmarks\index.html,📄EK-3.pdf İndir,3.pdf
araclar\bookmarks\index.html,📄EK-4.pdf İndir,4.pdf
araclar\bookmarks\index.html,📄EK-5.pdf İndir,5.pdf
araclar\bookmarks\index.html,📄EK-6.pdf İndir,6.pdf
araclar\bookmarks\index.html,📄EK-7.pdf İndir,7.pdf
araclar\bookmarks\index.html,📄EK-8.pdf İndir,8.pdf
araclar\bookmarks\index.html,📄EK-9.pdf İndir,9.pdf
araclar\bookmarks\index.html,📄EK-10.pdf İndir,10.pdf
araclar\bookmarks\x.html,📄Ek-1.pdf İndir,1.pdf
araclar\bookmarks\x.html,📄2.pdf İndir,2.pdf
araclar\bookmarks\x.html,📄Ek-3.pdf İndir,3.pdf
araclar\bookmarks\x.html,📄Ek-4.pdf İndir,4.pdf
araclar\bookmarks\x.html,📄Ek-5.pdf İndir,5.pdf
araclar\bookmarks\x.html,📄Ek-6.pdf İndir,6.pdf
araclar\bookmarks\x.html,📄Ek-7.pdf İndir,7.pdf
araclar\bookmarks\x.html,📄Ek-8.pdf İndir,8.pdf
araclar\bookmarks\x.html,📄Ek-9.pdf İndir,9.pdf
araclar\bookmarks\x.html,📄Ek-10.pdf İndir,10.pdf
araclar\ekler\meb\index.html,Derslerin Harf Kodları,./ekler/code.html
atolye\1.html,"Atatürk'ü Anma Müze  AtölyesiFikri hür, vicdanı hür nesiller için!Hedef Yaş Grubu:5-16 yaşAtölyemizin sonunda sosyal medyada paylaşılmak üzere görüntü alınacaktır. İzin vermeyen velilerimizin kameralarını kapatmaları rica olunur.",#
atolye\1.html,Nurcan ŞenmerdanMateryalleri İndir,etkinlik/1.zip
atolye\2.html,"Bilim Atölyesi🧪 Merak et, dene, keşfet!Hedef Yaş Grubu:5-10 yaşAtölyemizin sonunda sosyal medyada paylaşılmak üzere görüntü alınacaktır. İzin vermeyen velilerimizin kameralarını kapatmaları rica olunur.",#
atolye\2.html,Demir Aypek5-10 yaşMateryalleri İndir,etkinlik/2.zip
atolye\2.html,"Bilim Atölyesi🧪 Merak et, dene, keşfet!Hedef Yaş Grubu:11-16 yaşAtölyemizin sonunda sosyal medyada paylaşılmak üzere görüntü alınacaktır. İzin vermeyen velilerimizin kameralarını kapatmaları rica olunur.",#
atolye\2.html,Evren Doğan11-16 yaşMateryalleri İndir,etkinlik/2.zip
atolye\3.html,"Satranç Atölyesi♟️Her hamlede bir strateji, her oyunda bir zeka!Hedef Yaş Grubu:5-16 yaşAtölyemizin sonunda sosyal medyada paylaşılmak üzere görüntü alınacaktır. İzin vermeyen velilerimizin kameralarını kapatmaları rica olunur.",#
atolye\3.html,Hayri YıldızMateryalleri İndir,etkinlik/3.zip
atolye\4.html,"Tarih Atölyesi📜 Geçmişi bil, geleceği inşa et!Hedef Yaş Grubu:5-16 yaşAtölyemizin sonunda sosyal medyada paylaşılmak üzere görüntü alınacaktır. İzin vermeyen velilerimizin kameralarını kapatmaları rica olunur.",#
atolye\4.html,Samet GökçeliMateryalleri İndir,etkinlik/4.zip
atolye\5.html,Türk Yemekleri Atölyesi🍽️ Lezzetle kültürümüzü yaşatalım!Hedef Yaş Grubu:5-10 yaşAtölyemizin sonunda sosyal medyada paylaşılmak üzere görüntü alınacaktır. İzin vermeyen velilerimizin kameralarını kapatmaları rica olunur.,#
atolye\5.html,Gülper Akpınar5-10 yaşMateryalleri İndir,etkinlik/5-1.zip
atolye\5.html,Türk Yemekleri Atölyesi🍽️ Lezzetle kültürümüzü yaşatalım!Hedef Yaş Grubu:5-16 yaşAtölyemizin sonunda sosyal medyada paylaşılmak üzere görüntü alınacaktır. İzin vermeyen velilerimizin kameralarını kapatmaları rica olunur.,#
atolye\5.html,Fadime Yaşa11-16 yaşMateryalleri İndir,etkinlik/5-2.zip
atolye\6.html,"🎭 Drama Atölyesi 🎭🎭 Kendini ifade et, sahnede özgür ol!Hedef Yaş Grubu:5-16 yaşAtölyemizin sonunda sosyal medyada paylaşılmak üzere görüntü alınacaktır. İzin vermeyen velilerimizin kameralarını kapatmaları rica olunur.",#
atolye\6.html,Elif ErtekinMateryalleri İndir,etkinlik/6.zip
books\---.html,Saklambaç,https://drive.google.com/file/d/1wsbYoMvBFYmGtotKM73opzowllDIMbS_/view?usp=drive_link
books\---.html,Kayıp Bavul,https://drive.google.com/file/d/1wsbYoMvBFYmGtotKM73opzowllDIMbS_/view?usp=drive_link
books\---.html,Bisiklet,https://drive.google.com/file/d/1wsbYoMvBFYmGtotKM73opzowllDIMbS_/view?usp=drive_link
books\---.html,Her Zamanki Kafe,https://drive.google.com/file/d/1wsbYoMvBFYmGtotKM73opzowllDIMbS_/view?usp=drive_link
books\---.html,Acil,https://drive.google.com/file/d/1wsbYoMvBFYmGtotKM73opzowllDIMbS_/view?usp=drive_link
books\---.html,Gizemli Harita,https://drive.google.com/file/d/1wsbYoMvBFYmGtotKM73opzowllDIMbS_/view?usp=drive_link
books\---.html,Peribacaları,https://drive.google.com/file/d/1wsbYoMvBFYmGtotKM73opzowllDIMbS_/view?usp=drive_link
books\---.html,Denizden Gelen Mektup,https://drive.google.com/file/d/1wsbYoMvBFYmGtotKM73opzowllDIMbS_/view?usp=drive_link
books\---.html,Çikolatalı Gofret,https://drive.google.com/file/d/1wsbYoMvBFYmGtotKM73opzowllDIMbS_/view?usp=drive_link
books\---.html,Komşumuz Ahmet Amca,https://drive.google.com/file/d/1wsbYoMvBFYmGtotKM73opzowllDIMbS_/view?usp=drive_link
